Wall time,Step,Value
1735885845.276321,0,0.3047890365123749
1735885880.7159424,1,0.1634387969970703
1735885916.1125233,2,0.13098888099193573
1735885950.9264157,3,0.09520721435546875
1735885986.5652766,4,0.06331781297922134
1735886021.928078,5,0.04878558963537216
1735886057.3415916,6,0.08794590085744858
1735886092.6901274,7,0.05535350367426872
1735886128.1117773,8,0.03282197192311287
1735886163.4629033,9,0.03499896079301834
1735886198.8396697,10,0.03619438037276268
1735886233.724448,11,0.05243144556879997
1735886268.967906,12,0.05019098147749901
1735886304.3778553,13,0.10985171794891357
1735886339.8029208,14,0.05695664882659912
1735886375.451559,15,0.058258071541786194
1735886410.6925223,16,0.052846554666757584
1735886446.568883,17,0.06826908141374588
1735886481.9108953,18,0.06551778316497803
1735886517.2163572,19,0.06350003927946091
1735886552.8475137,20,0.056692417711019516
1735886588.8529756,21,0.059443067759275436
1735886624.4282417,22,0.0484580397605896
1735886659.8312688,23,0.04288394749164581
1735886695.4122279,24,0.043430861085653305
1735886731.0821657,25,0.04034142941236496
1735886767.2905793,26,0.0451354943215847
1735886803.4014778,27,0.04818585515022278
1735886839.1344993,28,0.03138067200779915
1735886874.2876306,29,0.04142814129590988
1735886909.5598452,30,0.03485662490129471
1735886945.0549312,31,0.040954068303108215
1735886980.683723,32,0.052387867122888565
1735887016.3627954,33,0.033777281641960144
1735887051.7931745,34,0.03622233122587204
1735887087.3741758,35,0.05890021100640297
1735887123.0622497,36,0.036088667809963226
1735887158.7824023,37,0.03536206856369972
1735887193.722898,38,0.04680272936820984
1735887229.0490162,39,0.039215344935655594
1735887264.6797352,40,0.03810851648449898
1735887301.2202215,41,0.05119225010275841
1735887338.1700177,42,0.04465179890394211
1735887374.798464,43,0.056017134338617325
1735887410.7682772,44,0.05424036830663681
1735887446.794965,45,0.05094563215970993
1735887482.5213375,46,0.04663902893662453
1735887518.7089293,47,0.049192532896995544
1735887554.2377617,48,0.052808843553066254
1735887589.8055787,49,0.05366501584649086
1735887625.2736917,50,0.053132593631744385
1735887662.477636,51,0.05058244243264198
1735887698.2229748,52,0.04739079624414444
1735887735.1692204,53,0.0492619164288044
1735887772.5944543,54,0.04949361830949783
1735887808.278442,55,0.05094999447464943
1735887843.8577807,56,0.051217928528785706
1735887879.8223717,57,0.051327187567949295
1735887915.2284584,58,0.04737255349755287
1735887951.380404,59,0.04952811449766159
1735887986.701125,60,0.05231570079922676
1735888022.3685656,61,0.05410135164856911
1735888058.2929115,62,0.050054073333740234
1735888093.933343,63,0.04762939736247063
1735888129.156523,64,0.04999643564224243
1735888164.1972332,65,0.05095282942056656
1735888199.7640839,66,0.0517970509827137
1735888235.0778866,67,0.05148523300886154
1735888270.3097157,68,0.05226229876279831
1735888306.5006187,69,0.051572445780038834
1735888341.7610335,70,0.05225133150815964
1735888377.0443606,71,0.051352597773075104
1735888412.4427397,72,0.051660217344760895
1735888448.2131178,73,0.05111590772867203
1735888483.8977792,74,0.05119668319821358
1735888519.2616715,75,0.05104390159249306
1735888555.3844903,76,0.05121663957834244
1735888591.4682434,77,0.05122315138578415
1735888627.0632665,78,0.05096908658742905
1735888663.4088495,79,0.050952427089214325
1735888699.232947,80,0.05122687667608261
1735888735.4400811,81,0.05118172988295555
1735888771.0730052,82,0.05132342502474785
1735888806.3478181,83,0.05124976485967636
1735888842.4484954,84,0.05115765705704689
1735888879.3735657,85,0.05112616345286369
1735888916.1102488,86,0.051111407577991486
1735888951.9977224,87,0.05094476789236069
1735888987.667916,88,0.051096998155117035
1735889023.418817,89,0.051224417984485626
