Wall time,Step,Value
1735879219.488492,0,0.3023708164691925
1735879260.9720356,1,0.07957740128040314
1735879302.2156413,2,0.04176822304725647
1735879343.4878485,3,0.03041117452085018
1735879384.8013053,4,0.016371967270970345
1735879426.0685215,5,0.013793757185339928
1735879467.0002732,6,0.013881918974220753
1735879508.1503782,7,0.01459402497857809
1735879549.683851,8,0.012202728539705276
1735879590.9425216,9,0.011709651909768581
1735879632.6824553,10,0.010875065810978413
1735879675.0238006,11,0.007120042107999325
1735879716.8829224,12,0.006569706369191408
1735879758.4199936,13,0.005769232288002968
1735879800.0249562,14,0.00576463807374239
1735879841.1907675,15,0.011066370643675327
1735879882.2912395,16,0.005430532153695822
1735879923.7152581,17,0.0059011694975197315
1735879964.8031108,18,0.007164627313613892
1735880005.941652,19,0.004707550164312124
1735880047.1719546,20,0.0023339588660746813
1735880088.0646937,21,0.0017427392303943634
1735880128.8728158,22,0.00399933522567153
1735880170.304875,23,0.0029172487556934357
1735880211.5851882,24,0.0030230137053877115
1735880253.215166,25,0.0019027317175641656
1735880294.4436536,26,0.0015064162435010076
1735880336.2629888,27,0.0020012676250189543
1735880377.5943532,28,0.00161422707606107
1735880418.5449727,29,0.0022401108872145414
1735880460.0937204,30,0.0013763605384156108
1735880501.6736352,31,0.0016465331427752972
1735880543.0851347,32,0.0019955658353865147
1735880585.0741374,33,0.002052083844318986
1735880626.3980277,34,0.0015659307828173041
1735880667.4118958,35,0.0013239351101219654
1735880709.210117,36,0.0012059739092364907
1735880750.5367649,37,0.0009124346543103456
1735880791.6280682,38,0.0011898342054337263
1735880833.4342442,39,0.0013540807412937284
1735880875.1804433,40,0.0011789824347943068
1735880916.7629817,41,0.001568533480167389
1735880958.1057262,42,0.0013811521930620074
1735880999.1127794,43,0.0010447310050949454
1735881040.284957,44,0.0014714814024046063
1735881081.505636,45,0.0009332215995527804
1735881123.2969372,46,0.0014234831323847175
1735881164.9214218,47,0.0009845019085332751
1735881206.5563614,48,0.0011479094391688704
1735881247.6741316,49,0.0013520490610972047
1735881289.222856,50,0.0016609084559604526
1735881331.3489797,51,0.002639350714161992
1735881373.9035692,52,0.0015518252039328218
1735881415.4623392,53,0.0011275021824985743
1735881456.7093341,54,0.0008004725677892566
1735881498.0209727,55,0.0014631659723818302
1735881539.9528627,56,0.0011264793574810028
1735881581.5179327,57,0.0008888584561645985
1735881623.1892195,58,0.0008427243446931243
1735881664.4399328,59,0.0008818117203190923
1735881706.122443,60,0.0015263287350535393
1735881747.4154086,61,0.0009667286649346352
1735881788.8110416,62,0.0011401306837797165
1735881830.334249,63,0.0010584009578451514
1735881872.0436108,64,0.0012894097017124295
1735881913.489348,65,0.0014055075589567423
1735881954.5695674,66,0.0008647103095427155
1735881995.5935183,67,0.0013408864615485072
1735882037.3085823,68,0.0009378969552926719
1735882079.5532866,69,0.0010386743815615773
1735882121.4088778,70,0.0008654883713461459
1735882163.1677086,71,0.0016692089848220348
1735882204.6949115,72,0.0010089712450280786
1735882245.8182805,73,0.0010074335150420666
1735882287.4997597,74,0.0011278173187747598
1735882329.4894152,75,0.0009200093918479979
1735882370.5953012,76,0.0010014717699959874
1735882412.2067552,77,0.0008430973393842578
1735882454.0668674,78,0.0011429635342210531
1735882495.7226956,79,0.0013513558078557253
1735882537.757231,80,0.0013956406619399786
1735882578.7341828,81,0.001151587930507958
1735882619.5880349,82,0.002156928414478898
1735882660.7447014,83,0.0015120934695005417
1735882702.6423123,84,0.0012348872842267156
1735882744.3200572,85,0.001036410452798009
1735882785.1841078,86,0.0008265707292594016
1735882826.6348884,87,0.0011692929547280073
1735882867.5994885,88,0.0007963568205013871
1735882908.8269675,89,0.0008890021708793938
1735882950.068569,90,0.0008531706407666206
1735882991.0972385,91,0.001359035144560039
1735883032.3533075,92,0.0010203201090916991
1735883073.8869338,93,0.0010292609222233295
1735883115.284775,94,0.0016683159628883004
1735883156.967677,95,0.0011334744049236178
1735883198.8534985,96,0.0009361390257254243
1735883240.1089256,97,0.0015153182903304696
1735883282.021946,98,0.001193187665194273
1735883324.8747199,99,0.0011101907584816217
1735883365.6728845,100,0.0014810434076935053
1735883406.7595775,101,0.001210979768075049
1735883447.6907358,102,0.0013475543819367886
1735883489.7834952,103,0.0009466529591009021
1735883530.7420678,104,0.0010517062619328499
1735883571.5295513,105,0.0012841667048633099
1735883612.7009137,106,0.0008382144151255488
1735883654.8399734,107,0.0008497628732584417
1735883696.0906007,108,0.000868080707732588
1735883737.7866104,109,0.0008996060932986438
1735883779.1679811,110,0.0008587625925429165
1735883820.4079158,111,0.0015600345795974135
1735883862.694085,112,0.0008675642893649638
1735883903.67521,113,0.0009065235499292612
1735883944.5768008,114,0.00081820716150105
1735883986.3828008,115,0.0010006725788116455
1735884027.2284477,116,0.0009248279384337366
1735884069.2501683,117,0.0008546916651539505
1735884110.4127383,118,0.0010059087071567774
1735884152.0444295,119,0.0009523016633465886
1735884193.0997791,120,0.0010954851750284433
1735884234.4932032,121,0.0011012458708137274
1735884276.4837565,122,0.0007980053778737783
1735884317.7992144,123,0.0007490614079870284
1735884359.189848,124,0.001124025322496891
1735884401.2581975,125,0.001387507887557149
1735884442.99573,126,0.0009491122327744961
1735884484.532501,127,0.0014513107016682625
1735884526.0382352,128,0.0009031663648784161
1735884567.0019522,129,0.0012105141067877412
1735884607.989275,130,0.0010721110738813877
1735884649.693338,131,0.0011465137358754873
1735884690.5272322,132,0.0011631750967353582
1735884731.5826023,133,0.0013581995153799653
1735884772.4629493,134,0.0014251627726480365
1735884813.628791,135,0.002057143487036228
1735884854.6845508,136,0.0010732548544183373
1735884895.723899,137,0.00116537616122514
1735884937.9893818,138,0.0011153685627505183
1735884978.7332604,139,0.0011718568857759237
1735885020.012785,140,0.000869348703417927
1735885061.3253148,141,0.001046163379214704
1735885102.6759014,142,0.0009944241028279066
1735885144.0872123,143,0.0009855455718934536
1735885185.3971984,144,0.0009251825977116823
1735885226.6016634,145,0.0010325730545446277
1735885267.4229631,146,0.0018873254302889109
1735885308.8155608,147,0.0018164271023124456
1735885350.2572432,148,0.0010773483663797379
1735885391.2445068,149,0.0009457541746087372
1735885432.1344843,150,0.0011940846452489495
1735885473.4876363,151,0.0009335412760265172
1735885514.9511714,152,0.001326182740740478
1735885556.7677982,153,0.001039715833030641
1735885598.4912202,154,0.0011317180469632149
1735885639.3832917,155,0.0012987731024622917
1735885680.4935994,156,0.0010099081555381417
1735885722.3942065,157,0.0008136679534800351
1735885764.2699344,158,0.0011863803956657648
1735885805.3870897,159,0.0011038121301680803
